projectName,year,month,sum_loc_added,sum_loc_deleted,sum_commits,median_contributors,max_loc_total,sum_abs_loc_growth,prod_loc_growth_factor,age
q4e,2012,12,0,0,0,0.,21469,0,1.000000000000,5
wine,2013,12,50144,19519,1471,37,2477189,30625,1.012517555232696377200417114339599720,20
heidisql,2008,12,16885,12501,548,2.,26996,4384,1.1938793561119927087351707151370193283492052743464624428292335195785730297841370518329880034540631553989776310702990016033270510027300000,1
poky,2005,12,7983,4767,42,2.5,24232,3216,1.153026265705895282112637135809077251988458458,0
ironpython,2010,12,964441,581122,233,1.,901370,383319,1.739925219710731918206862873288753710603868451566712384372041869647868856437520771068600000,4
docutils,2004,12,8131,4075,591,4.5,23537,4056,1.2082028643778251934301328721714789965211541638305774465873905977131057940170130628433149937967950739037330399251048624556890594588723200,2
flyspray,2013,12,119481,85839,138,4,228605,26636,1.1318816254096490493116464239483162,10
GraphicsMagick,2011,12,108812,108144,410,1.,552206,12046,1.02230079976333762661441823513480137752239708084726271005982933534090779719493437599212234031380613878550796974142132222532682329626845086851928115200,13
gsl,2005,12,38298,31038,237,1.,671582,7260,1.0109284353061948027779774200740298435978185673311154664549625324328454204023263745737906343406336649490295174150000000,9
maxima,2006,12,47143,32770,678,7.5,259979,14373,1.0585205573068050738283191300594709059295140197220441205910438325001815884835357205019519989271613615207876277185969912051071635226493911533574400,6
ndoc,2012,12,0,0,0,0.,81137,0,1.000000000000,11
trac-hacks,2009,12,232929,57444,2660,24.,879453,175485,1.24927979682514953897688206843718209777219415724757497201597414417036936693248921451373424342177178140796196745717150325343267617864008704,5
quilt,2008,12,22,9,7,0.,3055,13,1.0042735042740152428440380000000000,5
b2evolution,2011,12,36086,13492,1374,2.5,206283,22594,1.12300137732966686877058750349212709734388126682696586272031368251069081059461627765796033313866060049701128784710282240000,8
workrave,2006,12,14430,7189,200,1.,56304,7241,1.14759478190313193175773972661594286349230482918005580472438580242872619011816659434390547793298423034734544938161885948160000,4
lucene,2009,12,258710,173272,2508,7.,415481,85438,1.258869298836448677367532165971861639695986608789659044389641607593541496365627486731302594283622657328558446073611191636640067611929600,9
gnome-terminal,2005,12,5723,3226,54,2.,38066,2497,1.07020158003247911228519888880930740105397952395950507781956567329472000000,3
stackless,1999,12,58786,27127,1757,6.5,363804,31659,1.09531680441258713426018542894011116694767636037739340718486830663675845381090533370193646924272736934408908045447174813310466524243253760000,9
inkscape,2013,12,12028,15456,216,11,534618,-3719,0.99309168792056093654515275859480037103,7
inetmessage,2012,12,0,0,0,0.,11137,0,1.000000000000,4
eZPublish,2012,12,4905400,3208984,11799,22,2555226,380495,1.1749618688484483290305925379888710040370661318451177554334378528797119495502987715381518708681473177840908206928150503825119050000,10
rails_vim,2007,12,2461,1576,80,1.,4498,885,1.24542429283231669076044191344134278580135293463284148340403064188005361109149697973628012110496846171719677148707872818223575395549894087680,1
dia,2002,12,52640,32639,595,4.,128098,20001,1.185028261648964641665140912965706457816610646701640840200973669933199636638064427350855419660958102508056159690980014916957120450265600,5
vim,2012,12,15445,5879,477,1.,1716310,9566,1.00560482415681868348143884041340702470351653828883337984698452788413277360833409305447850603220881211084128662461778594024773775659811384593855770714081280,12
taskcoach,2011,12,107093,59684,352,2.,232464,47409,1.256188700670653262948738011661194539958184895560068558480919494279801998853691985734448674530093945092400046357316097724391207918583207270400,6
omniorb,2012,12,0,0,0,0,2005,0,1.0,3
nutch,2004,12,45277,22729,390,3.,51717,22548,1.7753249433250836170939154989692740201292187062397841611364181624085687971418668281284421415380462031190670475436508811919335607808000,2
nethack,2012,12,0,0,0,0.,207455,0,1.000000000000,27
neverball,2006,12,28013,11618,387,2.,37537,16395,1.915257075907469288329392098767325615823049494688202737926603529565401413109029342883454762023427830523228851509844046542266475622400,3
yslow,2012,12,0,0,0,0,59189,0,1.00000000000,0
jackrabbit,2010,12,79460,42694,867,6.,287838,36766,1.14643608207901917577895331697158838682264999022139148214573610053851932105123072038484068269478002848548790946212562017691174444682593280000,6
mc,2007,12,1421,797,93,1.,203398,624,1.00307798549759275036019867136882413715544649202840171142343309873091267619837918907783847739555545414724140000,10
yaws,2013,12,61,17,7,1,54879,44,1.000802407221700,11
fso,2010,12,153575,102051,3025,10.,166237,50421,1.438153915679676243356821632272355634018952059522837319214096729397374471137564406864002380926860106083064573289407423903894057464064000,2
SqueezeCenter,2006,12,441452,305207,3766,11.5,328664,136245,1.70806417241427338807536488095778957561061291699574642417667496451948621064268156721264493707672738484833895162966927969638536527904320000,3
flashdevelop,2010,12,552904,82566,942,4.,741372,470338,2.7353468567523050786809816202425977283397276702396777787923109723668301781929833303677475133643340905751623804062959571710569631396659200,2
py-pandas,2013,12,32911,18899,403,14,83845,6447,1.083296726014282089521432978243610,4
dd-wrt,2007,12,89580670,7877226,4009,4.5,112847233,81703444,3.6236178136154230007419801329766165652087950853852852218474774487439665714717640160372824916731493660875212205908278615712808235881262080,1
orientdb,2013,12,65367,38381,397,9,200717,5835,1.030298152509695865973582431998088,3
ecore,2011,12,59977,31187,899,9.,109041,28790,1.35874942367852104730421198233380721985833260216491200562515917759951811874152489283501691245613958211889430216950726791214776582144000,8
mambo,2006,12,70294,30657,27,0.,130527,39637,1.436098580767430996160000000000,0
elmah,2009,12,6788,4537,132,1.,24271,2251,1.10222524973850962442106065069852835283132034071467673438419393631379627920400000000,2
gnome,2011,12,3201651,2999659,51595,245.,7346087,104051,1.01437168309756204310650176484725878862720865949187504682108853502438814703576787659630784027170222583934862629730007581202222756520144747795968,14
iphone-color-picker,2011,12,473,280,15,0.,2618,193,1.079587628865896240229060000000000,1
seam,2005,12,32137,21617,590,5.,148354,10520,1.076323693721062591662353130703553779233601800,0
jgraph,2013,12,0,0,0,0,62769,0,1.000,3
vim-ruby,2009,12,170,153,19,1.,2270,17,1.007545494895108046748952167529134124045704658501614777137028000000000,6
gqview,2003,12,0,0,0,0.,11111,0,1.000000000000,3
octave,2009,12,153987,289003,3099,23.5,847163,-135829,0.834142904631373761582510715347048163979912814763461197181252837054182794299842852811457794111512278659564981917621637040675721339255592960000,16
tapestry,2012,12,114426,95307,1007,3.,798566,2052,1.00257622590621746426088674274267581842723053986615082107010426962407158697649803868911967865901996078275523893943251339689511180633515520000,6
phpldapadmin,2011,12,446,342,89,0,51415,104,1.00202768570824123204888661266503796480000000,8
solr,2010,12,46278,34460,991,8.,141727,11818,1.09453719330969674794372390735435305738549495509551916700297023891766042359081106953567803750589852469085223023889790209074198002843648000,4
quantaplus,2009,12,30801,3067,194,3.,137319,119,1.0008673469387334559616451202117561434259079306803177710102499415963352852022859821056000000,9
rubinius,2006,12,339493,146775,346,1,199008,192718,31.63879172822478500337755105307834061451664135840,0
windowmaker,1998,12,7146,4360,28,1,71376,2786,1.04061816591059672681160,0
OcamlBatteries,2011,12,90684,48916,1110,5.5,77706,16978,1.285738328396986205251353248967824529080912882314564149851766012041454411791361284861336065882202986756944181544362917173093848376672256000,3
neurodebian,2010,12,3280,1689,185,1.5,3226,1290,1.66632231417786337181683094908374386866069308999606010732529852593762992204048556817702483697425664000000,1
commons-beanutils,2011,12,1,1,4,0.,34274,0,1.000000000000,4
taskjuggler,2004,12,205520,185973,346,2.,97720,19547,1.2500479705018959832796358134912087269947712703174696216545567366234377383791997285671294884887652915349022749525133396214861004800,3
jaws,2008,12,77489,61915,3471,2.,119431,15574,1.1499561897518485432945631176137900908677894960341392604033928709476611895220463274166677632114955677551872850512545542126298164246003712000,3
make,1991,12,2906,21,12,0.,2951,2885,44.712121208988886943004438870668572347000000000,2
buzztard,2006,12,18891,7864,389,1.,78267,11027,1.163994646044677901819867255405015248846707760011370094741490356328112084352144667770050465944082568131757391872496064406266733512711024640,4
libssh2,2008,12,1150,402,73,1.,18564,748,1.0419847328224880747995364920353729123512252118148304678844710960521726631355539605094400000,3
mdadm,2002,12,2129,1146,21,0.,3801,983,1.3488289568149088937800463580512000000000,1
phpmyadmin,2006,12,189757,137991,3808,3.,183329,25675,1.1628566354220641489780794242978379486058712990030842433245544440674621538927319138975436558240532049777029910134523787393153266340677995485440,5
osm,2009,12,875384,318359,5179,42.5,1305495,551333,1.73105380542962467524377985122183534340229170704874021967737387447429409571088626578087314351024521061256074267522295973917998336000000,5
epic,2003,12,43456,13702,127,1,43614,29754,4.440962183139104896175912027949439412977532797644137021824748926141170352512,0
egit,2013,12,7689,6746,126,8,142165,914,1.00647075064929601197564865104006477588,4
pytils,2006,12,853,387,32,1,1917,466,1.3211578222428494628782370917613576,0
firefox,2005,12,50493,33118,1232,19.,60970,17375,1.3985548801368594879693830891623379034227337319730757985287680024926570983863948210489593029533823536988315097934152345880806809189898560,3
gtkmm,2005,12,20027,8213,177,2.,152462,11814,1.0839969285057685447770577052601332015549330140125856621844910293662954189478302173265442197260775467907051813959522927600000,2
gramps,2011,12,93090,76674,1293,10.5,255099,16416,1.0687774160791381930522094117208307135433947113549469388465747018877802190511895035931519755736113910924561587439508602468238861353890529597440,9
gkrellm,2011,12,1305,264,12,0.,61432,1041,1.017237953302954960946939225240780967534000000000,3
pnotepad,2004,12,98577,23101,627,1.,265711,56520,1.27018370771511964679893711032964082879288945577200063164851584002000060757680067903386932548134502540238873586171214303526912000,2
findutils,2004,12,6691,4381,194,1.,18643,2310,1.144275810379307448420604539886780286707554682130922342335175900477413455222513740000000,8
chrome,2009,12,3694875,2540277,23429,130.5,2419098,1154598,1.913086595421659467680286676687698761335283870792600170027517923266766140552142672782894905025783765839383826169805615844556800000,1
gobo-eiffel,2003,12,284987,242965,504,3.,561664,42022,1.0808672124278470395283629527504701054350985437348576975987166045931146583138758328407768476725030476070156882097257295083383477749387907891200,6
jersey,2007,12,39871,24283,388,3.,44023,15588,1.54819764381542055054619597294580905537671453303715852228599229125,0
vncviewer,2009,12,0,0,0,0.,5018,0,1.000000000000,3
tvbrowser,2010,12,122913,27927,624,3.,284844,94986,1.50868098321658950298032129528697645273844124170458495940778592533598954074658730069740681008660451741677467551572433435352780238937790575927296,7
freebsd-ports,1994,12,6495,1229,609,5,5681,5266,13.689156628215819823653834904496842138994888836800000,0
eclipse,2005,12,767174,543394,12695,47.,1681723,223780,1.15349022562241591153442697390142706473822326871072077999651611603613633617588629238974093881146636375291185167192804271368450169539717488,4
kamailio,2005,12,14939,5821,331,5.5,120135,9118,1.08213156543532092915648871923162447703933000711606117264131905880750,0
gconf,2004,12,1478,1348,99,2.,35938,130,1.003686165544725929748352363679740393766329611064413245618593765928673050705307095215675443667183674479940000000000,5
modsecurity,2012,12,15585,2651,133,1.,58066,12934,1.28658158293001809493085847749421684682853098864346183104042222413250230004767057212485184000000000,5
derby,2006,12,120353,52192,1574,10.5,507347,68161,1.155198480807050288297927613456335044950193193343233893044545260229949695350849220625717418743716910294948612421477290859283838185388144000,1
zope,2005,12,394094,277207,1834,16.5,283570,-65387,0.7706934220589799209869322781114629247556327386405887620850444965211642716912409380244426876617216096031793059263717044050848431263868518400,9
lirc,2005,12,9646,3486,190,1.,46877,6160,1.15128815973514073698623887885567171718601720231433568648410919550517298755541286104841618820755763700135247349934483771639429700451137415040,6
strongswan,2009,12,76844,79687,1638,3.,183540,-2843,0.984251139742320142801134478049629276808731187061471218929924793064235737937497269491122066534157342689705464533958964703838538669964535563200,4
mapbender,2008,12,412623,365382,608,3.,290252,47241,1.1955841316549354908500566183003407208583833061939513257271423572914210604917969269578965520135461719060606655101336730515095244590998113484800,3
